Parcel ID (TMK),Petition Number,Site Address,End Year
530090960001,A05240216,53-720 KAMEHAMEHA HWY,2028
530090960002,A05240217,53-720 KAMEHAMEHA HWY,2028
530090970001,A10240050,53-664 KAMEHAMEHA HWY,2033
530090990001,A10230024,53-45 PUHULI ST,2032
530091000001,A05210166,53 KAMEHAMEHA HWY,2025
530091000002,A05210165,53 KAMEHAMEHA HWY,2025
530110010000,AV10200013,53-284 KAMEHAMEHA HWY,2029
530110060000,A10240318,KAMEHAMEHA HWY,2033
530150160000,A10170069,53-110 HALAI ST,2026
530150250000,A10160170,53-7 HALAI PL,2025
530150330000,A10160242,53-97 HALAI ST,2025
530150390000,A10170042,53-37 HALAI ST,2026
550040190000,A10190203,STABLE RD,2028
550040190000,A10190204,STABLE RD,2028
550040190000,A10190205,STABLE RD,2028
550040190000,AV10190001,STABLE RD,2028
550050010000,A10190199,55-179 POOHAILI ST,2028
550050010000,A10190200,55-179 POOHAILI ST,2028
550050010000,A10190201,55-179 POOHAILI ST,2028
550050010000,A10190202,55-179 POOHAILI ST,2028
550050180000,AV10200011,55-756 WAHINEPEE ST,2029
550050200000,A10190198,56-4 KAMEHAMEHA HWY,2028
550050210000,AV10190016,KAMEHAMEHA HWY,2028
550050210000,A10200068,KAMEHAMEHA HWY,2029
550050210000,A10200069,KAMEHAMEHA HWY,2029
550050210000,A10220075,KAMEHAMEHA HWY,2031
Parcel ID (TMK),Petition Number,Site Address,End Year
550050220000,A10190196,WAHINEPEE ST,2028
550050220000,A10190197,WAHINEPEE ST,2028
550050220000,AV10190004,WAHINEPEE ST,2028
550050240000,A10190195,KAMEHAMEHA HWY,2028
550050250000,A10190194,KAMEHAMEHA HWY,2028
550060010000,A10190237,55-280 KAMEHAMEHA HWY,2028
550060010000,A10190238,55-280 KAMEHAMEHA HWY,2028
550060010000,A10190239,55-280 KAMEHAMEHA HWY,2028
550060010000,A10190240,55-280 KAMEHAMEHA HWY,2028
550060010000,A10190241,55-280 KAMEHAMEHA HWY,2028
550060010000,A10190242,55-280 KAMEHAMEHA HWY,2028
550060010000,A10190243,55-280 KAMEHAMEHA HWY,2028
550060010000,A10190244,55-280 KAMEHAMEHA HWY,2028
550060010000,A10190245,55-280 KAMEHAMEHA HWY,2028
550060010000,A10190246,55-280 KAMEHAMEHA HWY,2028
550060010000,A10190247,55-280 KAMEHAMEHA HWY,2028
550060010000,A10190272,55-280 KAMEHAMEHA HWY,2028
550060010000,AV10190009,55-280 KAMEHAMEHA HWY,2028
550060010000,A10230072,55-280 KAMEHAMEHA HWY,2032
550060100000,AV10160003,KAMEHAMEHA HWY,2025
550060110000,A10190248,KAMEHAMEHA HWY,2028
550060110000,A10190249,KAMEHAMEHA HWY,2028
550060110000,AV10190007,KAMEHAMEHA HWY,2028
550070010000,A10230073,KAMEHAMEHA HWY,2032
550080010000,A10160257,55-269 POOHAILI ST,2025
550080010000,AV10160004,55-269 POOHAILI ST,2025
550080010000,A10230074,55-269 POOHAILI ST,2032
550080010000,A10230075,55-269 POOHAILI ST,2032
550080030000,A10170119,WAHINEPEE ST,2026
550080040000,A10170118,WAHINEPEE ST,2026
550080050000,A10170117,WAHINEPEE ST,2026
550080080000,AV10160008,WAHINEPEE ST,2025
550080130000,AV10160009,55-758 WAHINEPEE ST,2025
550080250000,A10170116,WAHINEPEE ST,2026
550080280000,AV10160011,WAHINEPEE ST,2025
550080510000,A10160282,KAMEHAMEHA HWY,2025
550080540000,A10160283,KAMEHAMEHA HWY,2025
550080550000,AV10160012,KAMEHAMEHA HWY,2025
550080560000,A10160284,KAMEHAMEHA HWY,2025
550080570000,A10160285,KAMEHAMEHA HWY,2025
550080580000,A10160286,KAMEHAMEHA HWY,2025
550080590000,A10160287,KAMEHAMEHA HWY,2025
550080610000,AV10160013,KAMEHAMEHA HWY,2025
Parcel ID (TMK),Petition Number,Site Address,End Year
550080630000,A10190210,POOHAILI RD,2028
550080630000,A10190211,POOHAILI RD,2028
550080630000,A10210101,POOHAILI RD,2030
550080630000,A10240495,POOHAILI RD,2033
550080630000,A10240496,POOHAILI RD,2033
550080630000,AV10240019,POOHAILI RD,2033
550080640000,AV10160015,POOHAILI ST,2025
560030260000,A10190265,56-1081 KAMEHAMEHA HWY,2028
560030260000,AV10190017,56-1081 KAMEHAMEHA HWY,2028
560030470000,A10180091,56-1101 KAMEHAMEHA HWY,2027
560030530015,A05210058,56-1089 KAMEHAMEHA HWY,2025
560050020001,AV10170011,56-1080 KAMEHAMEHA HWY,2026
560050020002,AV10170010,56-1080 KAMEHAMEHA HWY,2026
560050020003,A10170094,56-1080 KAMEHAMEHA HWY,2026
560050020005,AV10240001,56-1080 KAMEHAMEHA HWY,2033
560050050000,A10180024,56-970 KAMEHAMEHA HWY,2027
560050060000,A10210097,56-1048 KAMEHAMEHA HWY,2030
560050070000,A10210144,56-1050 KAMEHAMEHA HWY,2030
560050140000,A10180068,56-1060 KAMEHAMEHA HWY,2027
560050150000,A10180071,KAMEHAMEHA HWY,2027
560050180000,A10240298,56-800 KAMEHAMEHA HWY,2033
560050190000,A10190184,56-1030 KAMEHAMEHA HWY,2028
560050240000,A10200131,56-1030 KAMEHAMEHA HWY,2029
560050260000,A10180069A,56-1150 KAMEHAMEHA HWY,2027
560050270000,A10180069B,56-1150 KAMEHAMEHA HWY,2027
560050280000,A10180069C,56-1150 KAMEHAMEHA HWY,2027
560050290000,A10180069D,56-1150 KAMEHAMEHA HWY,2027
560050300000,A10180069E,56-1150 KAMEHAMEHA HWY,2027
560060020000,AV10160016,KAMEHAMEHA HWY,2025
560060040000,A05220102,56-156 KAMEHAMEHA HWY,2026
560060060000,A10190206,56-350 KAMEHAMEHA HWY,2028
560060060000,A10190207,56-350 KAMEHAMEHA HWY,2028
560060060000,A10190208,56-350 KAMEHAMEHA HWY,2028
560060060000,A10190209,56-350 KAMEHAMEHA HWY,2028
560060060000,A10190217,56-350 KAMEHAMEHA HWY,2028
560060180001,A05210218,56-452 KAMEHAMEHA HWY,2025
560060280000,A10200091,KAMEHAMEHA HWY,2029
560060290000,A10180013,56-664 KAMEHAMEHA HWY,2027
560060300000,A10170043,56-664 KAMEHAMEHA HWY,2026
560060310000,A10230090,56-664 KAMEHAMEHA HWY,2027
560060320000,A10220030,56-664 KAMEHAMEHA HWY,2031
560060340000,A10190162,56-664 KAMEHAMEHA HWY,2028
560060350000,A10230068,56-664 KAMEHAMEHA HWY,2032
Parcel ID (TMK),Petition Number,Site Address,End Year
560060360000,A10150237,56-664 KAMEHAMEHA HWY,2024
560060370000,A10230048,56-664 KAMEHAMEHA HWY,2032
560060400000,A10230148,56-664 KAMEHAMEHA HWY,2032
560060410000,A10240319,56-664 KAMEHAMEHA HWY,2033
560060420000,A10160094,56-664 KAMEHAMEHA HWY,2025
560060430000,A10230058,56-664 KAMEHAMEHA HWY,2032
560060440000,A10220067,56-664 KAMEHAMEHA HWY,2031
560060450000,A10220026,56-664 KAMEHAMEHA HWY,2031
560060460000,A10220025,56-664 KAMEHAMEHA HWY,2031
560060470000,A10160163,56-664 KAMEHAMEHA HWY,2025
560060480000,A10230127,56-664 KAMEHAMEHA HWY,2032
560060510000,A10170050,56-664 KAMEHAMEHA HWY,2026
560060520000,A10230051,56-664 PLANTATION RD,2032
560060560000,A10240299,KAMEHAMEHA HWY,2033
560060580000,AV10170025,56-340 KAMEHAMEHA HWY,2026
560060580000,A10190212,56-340 KAMEHAMEHA HWY,2028
560060580000,A10190213,56-340 KAMEHAMEHA HWY,2028
560060580000,A10190214,56-340 KAMEHAMEHA HWY,2028
560060580000,A10190215,56-340 KAMEHAMEHA HWY,2028
560060580000,A10190216,56-340 KAMEHAMEHA HWY,2028
560060580000,A10190250,56-340 KAMEHAMEHA HWY,2028
560070010000,A10190227,KAMEHAMEHA HWY,2028
570010070000,A05200025,KUILIMA DR,2024
570010210000,A10160018,57-91 KAMEHAMEHA HWY,2025
570010390000,A05240047,57-540 KAMEHAMEHA HWY,2028
570010400000,A05240048,57-542 KAMEHAMEHA HWY,2028
570010410001,A10160043,57-548 KAMEHAMEHA HWY,2025
570010410002,A10150068,57-548 KAMEHAMEHA HWY,2024
570010410003,A05200026,KAMEHAMEHA HWY,2024
570010410004,A05200027,KAMEHAMEHA HWY,2024
570010410005,A05200028,KAMEHAMEHA HWY,2024
570010420001,A10150117,57-546 KAMEHAMEHA HWY,2024
570010420002,A05230004,57-546 KAMEHAMEHA HWY,2027
570010420003,A10180085,57-546 KAMEHAMEHA HWY,2027
570010420004,A10220059,57-546 KAMEHAMEHA HWY,2031
580020040001,A10230083,58-248 KAMEHAMEHA HWY,2032
580020040004,A05210034,58-248 KAMEHAMEHA HWY,2025
580020040006,A10150058A,58-248 KAMEHAMEHA HWY,2024
580020040007,A10150058B,58-248 KAMEHAMEHA HWY,2024
580020040008,A10210039,58-248 KAMEHAMEHA HWY,2030
580020040009,A05210036,58-248 KAMEHAMEHA HWY,2025
580020040010,A05210037,58-248 KAMEHAMEHA HWY,2025
580040380000,A10240346,58-121 KAUNALA ST,2033
Parcel ID (TMK),Petition Number,Site Address,End Year
580050880001,A10240497,58-348 A KAMEHAMEHA HWY,2033
590050400000,A10170031,59-680 PUPUKEA RD,2026
590060050000,A05210102,58-350 KAMEHAMEHA HWY,2025
590060110000,A10210051,KAMEHAMEHA HWY,2030
590060170000,A10170002,59-268 A KAMEHAMEHA HWY,2026
590060340001,A10230070,59-178 C1 KAMEHAMEHA HWY,2032
590070060000,A10170058,59-84 KAHAE RD,2026
590130150000,A05230030,59-208 KAMEHAMEHA HWY,2027
590130210000,A05220014,59-202 KAMEHAMEHA HWY,2026
590130220000,A05220017,59-204 KAMEHAMEHA HWY,2027
590130230000,A05220082,59-190 KAMEHAMEHA HWY,2026
590170520000,A10180051,59-450 ALAPIO RD,2027
590170580000,A10160022,59-416 ALAPIO RD,2025
590170620000,A10220035,59-388 ALAPIO RD,2031
590170630000,A05220096,59-426 WAKA RD,2026
590170740000,A10230054,59-444 ALAPIO RD,2032
590180210000,A05230015,59-211 ALAPIO RD,2027
590180260000,A10240011,59-214 ALAPIO RD,2033
590220070000,A10170161,59-747 MAULUKUA RD,2026
590220100000,A10200071,59-618 AKANOHO PL,2029
590220280000,A10170033,59-720 KAWOA WAY,2026
590220350000,A10200046,59-589 PUPUKEA RD,2029
590250060000,A10170032,59-744 ALAPIO PL,2026
590250100000,A10240168,59-575 HOALIKE RD,2033
590250150000,A10190107,59-519 HOALIKE RD,2028
590250190000,A10190251,59-520 HOALIKE RD,2028
590250300000,A05240498,59-523 PUPUKEA RD,2028
590250540000,A10190312,59-468 HOALIKE RD,2028
590250550000,A10200022,59-675 ALAPIO RD,2029
590250640000,A10170062,59-415 KAWOWO RD,2026
590250730000,A10200023,59-402 KAWOWO RD,2029
590260040000,A10180127,59-472 PUPUKEA RD,2027
590260060000,A10170059,59-456 PUPUKEA RD,2026
590260130000,A10170082,59-526 AUKAUKA RD,2026
590260160000,A10220070,59-500 AUKAUKA RD,2031
590270030000,A10240014,59-391 PUPUKEA RD,2033
590270050000,A10190086,59-381 PUPUKEA RD,2028
590280090000,A10220104,59-580 PUPUKEA RD,2031
590280170000,A10230014,59-530 PUPUKEA RD,2032
590290040000,A10150190,59-408 WAKA RD,2024
590290130000,A10220016,59-390 WILINAU RD,2031
590290280000,A10240097,59-452 MAKANA RD,2033
590290350000,A10230063,59-90 KAHAE RD,2032
Parcel ID (TMK),Petition Number,Site Address,End Year
590300250000,A05240122,59-520 MAKANA RD,2028
590310230001,A10230103,59-736 KANALANI PL,2032
590310230002,A10230055,59-736 KANALANI PL,2032
590310280000,A05210121,59-705 PUPUKEA RD,2025
610020010000,AV10170022,KAMEHAMEHA HWY,2026
610020240000,AV10170021,KAMEHAMEHA HWY,2026
610050010000,AV10150014,KAWAILOA DR,2024
610050010000,A10160198,KAWAILOA DR,2025
610050010000,AV10170023,KAWAILOA DR,2026
610050010000,A10240400,KAWAILOA DR,2033
610050100000,AV10150015,KAMEHAMEHA HWY,2024
610050200003,A05200029,62-194 KAWAILOA RD,2024
610050210000,A10200037,62-196 KAWAILOA DR,2029
610050260000,A10230146,61-676 KAM HWY,2032
610070010000,AV10150017,KAMEHAMEHA HWY,2024
610070010000,A10220085,KAMEHAMEHA HWY,2031
610080240000,A10150028,61-470 KAMEHAMEHA HWY,2024
620020030000,A10150270,62-207 G KAWAILOA DR,2024
620020030000,AV0220004,62-207 G KAWAILOA DR,2031
620020100000,A10230007,62-394 JOSEPH P LEONG HWY,2032
620020320000,A10180135,JOSEPH P LEONG HWY,2027
620020330000,A10180134,JOSEPH P LEONG HWY,2027
620020340000,A10180133,JOSEPH P LEONG HWY,2027
620020350000,A10180132,JOSEPH P LEONG HWY,2027
620020360000,A10180131,JOSEPH P LEONG HWY,2027
620020380000,A10180039,LOKOEA PL,2027
620020390000,A10180038,LOKOEA PL,2027
620020430000,A10220095,JOSEPH P LEONG HWY,2031
620020440000,A10240083,62-380 JOSEPH P LEONG HWY,2033
620020450000,A10160168,62-380 C JOSEPH P LEONG HWY,2025
620020460000,A10160279,62-380 G JOSEPH P LEONG HWY,2025
620020490000,A10200030,62-380 A JOSEPH P LEONG HWY,2029
620030020000,A10190290,62-148 LOKOEA PL,2028
620040010000,A10210119,62-204 H EMERSON RD,2030
620040270000,A10220008,EMERSON RD,2031
620040280000,A10230039,EMERSON RD,2032
620040350000,A10160095,62-400 JOSEPH P LEONG HWY,2025
620050350000,AV10170020,KAMEHAMEHA HWY,2026
620060060000,AV10170019,66-420 KAMEHAMEHA HWY,2026
620060190000,A05240320,KAMEHAMEHA HWY,2028
620070070000,A10160025,66-636 KAMEHAMEHA HWY,2025
620070080000,A10160026,KAMEHAMEHA HWY,2025
620080320000,A10240391,KAMEHAMEHA HWY,2033
Parcel ID (TMK),Petition Number,Site Address,End Year
620080370000,692277,KAMEHAMEHA HWY,2033
620090010000,A10160294,KAMEHAMEHA HWY,2025
620090010000,AV10170024,KAMEHAMEHA HWY,2026
620090010000,A10240406,KAMEHAMEHA HWY,2033
620090010000,A10240407,KAMEHAMEHA HWY,2033
620090010000,A10240408,KAMEHAMEHA HWY,2033
620090010000,A10240566,KAMEHAMEHA HWY,2033
620100010000,A10150269,EMERSON RD,2024
620100010000,AV10150011,EMERSON RD,2024
620100010000,A10240567,EMERSON RD,2033
620100010000,A10240568,EMERSON RD,2033
620100010000,A10240569,EMERSON RD,2033
620100010000,A10240570,EMERSON RD,2033
620100070000,A10210118,62-204 G EMERSON RD,2030
620110010000,AV10150012,PLANTATION RD,2024
620110010000,AV10220005,PLANTATION RD,2031
620110010000,A10240394,PLANTATION RD,2033
620110010000,A10240395,PLANTATION RD,2033
640010130000,A10170139,64-486 KAMEHAMEHA HWY,2026
640010130000,AV1018005A,64-486 KAMEHAMEHA HWY,2027
640010140008,A05240067,64-486 KAMEHAMEHA HWY,2028
640010140014,A10240574,64-486 KAMEHAMEHA HWY,2033
640010140024,AD10240015,64-486 KAMEHAMEHA HWY,2033
640010140030,A10240017,64-486 KAMEHAMEHA HWY,2033
640010140058,A10240149,64-486 KAMEHAMEHA HWY,2033
640010150000,AV1018005C,64-486 KAMEHAMEHA HWY,2027
640020010000,A05210221,PLANTATION RD,2025
640020010000,A05210222,PLANTATION RD,2025
640020010000,AV10210022,PLANTATION RD,2030
640030210002,A05240237,64-1320 KAMEHAMEHA HWY,2028
640030210003,A05240238,64-1320 KAMEHAMEHA HWY,2028
640030210004,A05240239,64-1320 KAMEHAMEHA HWY,2028
640030210005,A05240240,64-1320 KAMEHAMEHA HWY,2028
640030210006,AD05240241,64-1320 KAMEHAMEHA HWY,2028
640030210008,AD05240243,64-1320 KAMEHAMEHA HWY,2028
640030210009,AD05240244,64-1320 KAMEHAMEHA HWY,2028
640030210010,A05240245,64-1320 KAMEHAMEHA HWY,2028
640030210011,AD05240246,64-1320 KAMEHAMEHA HWY,2028
640030210014,AD05240247,64-1320 KAMEHAMEHA HWY,2028
640030210015,AD05240248,64-1320 KAMEHAMEHA HWY,2028
640030210016,A05240249,64-1320 KAMEHAMEHA HWY,2028
640030210017,A05240274,64-1320 KAMEHAMEHA HWY,2028
640030210018,A05240275,64-1320 KAMEHAMEHA HWY,2028
Parcel ID (TMK),Petition Number,Site Address,End Year
640030210019,A05240276,64-1320 KAMEHAMEHA HWY,2028
640030210020,AD05240277,64-1320 KAMEHAMEHA HWY,2028
640030210021,AD05240278,64-1320 KAMEHAMEHA HWY,2028
640030210022,AD05240279,64-1320 KAMEHAMEHA HWY,2028
640030210023,AD05240280,64-1320 KAMEHAMEHA HWY,2028
640030210024,AD05240281,64-1320 KAMEHAMEHA HWY,2028
640030210025,AD05240282,64-1320 KAMEHAMEHA HWY,2028
640030210026,AD05240283,64-1320 KAMEHAMEHA HWY,2028
640030210027,AD05240284,64-1320 KAMEHAMEHA HWY,2028
640030210030,AD05240285,64-1320 KAMEHAMEHA HWY,2028
640030210031,A05240286,64-1320 KAMEHAMEHA HWY,2028
640030210032,AD05240287,64-1320 KAMEHAMEHA HWY,2028
640030210033,AD05240288,64-1320 KAMEHAMEHA HWY,2028
640030210034,AD05240289,64-1320 KAMEHAMEHA HWY,2028
640030210035,AD05240290,64-1320 KAMEHAMEHA HWY,2028
640030210036,AD05240291,64-1320 KAMEHAMEHA HWY,2028
640030210037,AD05240292,64-1320 KAMEHAMEHA HWY,2028
640030220000,AV10170017,HUKILAU LP,2026
640030220000,A10240499,HUKILAU LP,2033
640040070000,A10190271,KAMEHAMEHA HWY,2028
640040080000,AV10160018,KAMEHAMEHA HWY,2025
640040090000,A10190313,KAMEHAMEHA HWY,2028
640040090000,A10210223,KAMEHAMEHA HWY,2030
640040090000,A10210224,KAMEHAMEHA HWY,2030
640040110001,A05220039,KAMEHAMEHA HWY,2026
640040120001,A10220045,PAALAA UKA PUPUKEA RD,2031
640040120002,A10230076,PAALAA UKA PUPUKEA RD,2032
650010100002,A05230084,65-670 KAUKOKONAHUA RD,2027
650010100018,A10160176,65-670 B KAUKOKONAHUA RD,2025
650010100019,A05240123,KAUKONAHUA RD,2028
650010100020,A10240169,65-670 KAUKOKONAHUA RD,2033
650010140000,A10230086,KAUKONAHUA RD,2032
650010330001,A10160291,KAUKONAHUA RD,2025
650010330002,A10160292,KAUKONAHUA RD,2025
650010330004,A10240034,65-660 KAUKONAHUA RD,2033
650010330005,A10190022,65-660 B KAUKONAHUA RD,2028
650010330008,A10230042,KAUKONAHUA RD,2032
650010330009,A10160293,KAUKONAHUA RD,2025
650010400000,A10190252,KAUKONAHUA RD,2028
650010420001,A10210061,65-384 KAUKONAHUA RD,2030
650010420002,A10160148,65-384 KAUKONAHUA RD,2025
650010470001,A10190083,65-500 KAUKONAHUA RD,2028
650010470001,A10240013,65-500 KAUKONAHUA RD,2033
Parcel ID (TMK),Petition Number,Site Address,End Year
650010470003,A10200136,65-500 KAUKONAHUA RD,2029
650010470006,A10240060,65-500 KAUKONAHUA RD,2033
650010470007,A05230009,65-500 KAUKONAHUA RD,2027
650010470008,A10190159,65-500 KAUKONAHUA RD,2028
650010470009,A10190314,65-500 KAUKONAHUA RD,2028
650010470010,A05200007,65-500 KAUKONAHUA RD,2024
650010470011,A05200008,65-500 KAUKONAHUA RD,2024
650010470012,A10210002,65-500 KAUKONAHUA RD,2030
650010470013,A10190266,65-500 KAUKONAHUA RD,2028
650010470014,A10190045,65-500 KAUKONAHUA RD,2028
650010470017,A05200134,65-500 KAUKONAHUA RD,2024
650010490000,A05200099,KAUKONAHUA RD,2024
650010500000,A05200148,KAUKONAHUA RD,2024
650010500001,A05210104,KAUKONAHUA RD,2025
650010500002,A10210109,65-665 A KAUKONAHUA RD,2030
650010520000,A05210171,KAUKONAHUA RD,2025
650010570000,A05230102,65-1140 KAUKONAHUA RD,2027
650020010000,A10210195,HUKILAU PL,2030
650020030000,A10230104,65-1031 B KAUKONAHUA RD,2032
650020050000,A10240033,65-1001 KAUKONAHUA RD,2033
650020060000,A10240486,KAUKONAHUA RD,2033
650020100001,A05210143,65-1155 KAUKONAHUA RD,2025
650020100002,A05210130,HUKILAU LP,2025
650020180000,A10240500,KAUKONAHUA RD,2033
650020190000,A10240501,HUKILAU LP,2033
650020220000,A10210053,65-889 KAUKONAHUA RD,2030
650020260000,A10160084,WILIKINA DR,2025
650020270000,A10190295,HUKILAU LP,2028
650020300001,A10200063A,65-777 KAUKONAHUA RD,2029
650020300002,A10200063B,65-777 KAUKONAHUA RD,2029
650020300003,A10200063C,65-777 KAUKONAHUA RD,2029
650020310000,A10240487,HUKILAU LP,2033
650040010000,A10240089,65-1140 POAMOHO ST,2033
650040020000,A10210025,65-1110 POAMOHO ST,2030
650040030000,A10190315,65-1078 POAMOHO ST,2028
650040050000,A10180028,65-1025 POAMOHO ST,2027
650040050000,AV10180006,65-1025 POAMOHO ST,2027
650040060000,A10180003,65-1051 POAMOHO ST,2027
650040070000,A10180044,65-340 POAMOHO PL,2027
650040080000,A05230031,65-288 POAMOHO PL,2027
650040100000,A10150109,65-200 POAMOHO PL,2024
650040110000,A10200038,65-245 POAMOHO PL,2029
650040120000,A10200032,65-277 POAMOHO PL,2029
Parcel ID (TMK),Petition Number,Site Address,End Year
650040130000,A10190026,65-301 POAMOHO PL,2028
650040140000,A10240049,65-323 POAMOHO PL,2033
650040150000,A10220061,65-349 POAMOHO PL,2031
650050030000,A05210225,64-539 KAMEHAMEHA HWY,2025
650050030000,AV10210024,64-539 KAMEHAMEHA HWY,2030
650050030000,A10240502,64-539 KAMEHAMEHA HWY,2033
650050040000,A10170138,KAMEHAMEHA HWY,2026
650050040000,A05230150,KAMEHAMEHA HWY,2027
650050040000,AV10210025,KAMEHAMEHA HWY,2030
650050040000,A10240503,KAMEHAMEHA HWY,2033
650050080000,A10180117,KAMEHAMEHA HWY,2027
650050080000,A10240504,KAMEHAMEHA HWY,2033
650050090002,A10240354,KAMANANUI RD,2033
660030020000,A10190322,66-149 NAOIWI LN,2028
660040020000,A05210183,66-40 AMARA RD,2025
660040040000,A10190324,AMARA RD,2028
660040060000,A10190325,66-168 NAOIWI LN,2028
660040260000,A10160034,66-40 A AMARA RD,2025
660090130000,A10220007,66-193 KAMEHAMEHA HWY,2031
660100010000,A10240401,ACHIU LN,2033
660100100000,A05230154,66-486 KILIOE PL,2027
660120010000,A05230153,HALEIWA RD,2027
660120030000,A10230124,66-480 HALEIWA RD,2032
660120040000,A10240402,66-480 HALEIWA RD,2033
660120040000,A10240403,66-480 HALEIWA RD,2033
660120040000,A10240404,66-480 HALEIWA RD,2033
660140040000,AV10170016,66-18 SMILEY PL,2026
660140060000,A10150268,HALEIWA RD,2024
660150030000,A05230064,66-650 HALEIWA RD,2027
660150040000,A05230065,66-341 B AUKAI LN,2027
660150060000,A05230066,AUKAI LN,2027
660150070000,A1022079,66-305 AUKAI LN,2031
660160130000,A10160096,66-310 AUKAI LN,2025
660190080001,AV10200009,66-815 KAUKAONAHUA RD,2029
660190080002,AV10200010,KAAMOOLOA RD,2029
660190460002,A10190023,66-220 WAIALUA BEACH RD,2028
660200040001,A10200040,66-219 WAIALUA BEACH RD,2029
660220010000,A10190296,AIEA HTS DR,2028
660230030000,A10230149,KAMOOLOA RD,2027
660230030000,A05240505,KAMOOLOA RD,2028
660230030000,A10190297,KAMOOLOA RD,2028
660240010000,A05230151,KAMOOLOA RD,2027
660240010000,A05240506,KAMOOLOA RD,2028
Parcel ID (TMK),Petition Number,Site Address,End Year
660240010000,A10190300,KAMOOLOA RD,2028
660250020000,A10180043,66-217 FARRINGTON HWY,2027
660250060000,A10180097,KAUPE RD,2027
660250100001,A05230033,KAUKONAHUA RD,2027
660250100002,A10230109,FARRINGTON HWY,2027
660250100003,A05230034,KAUKONAHUA RD,2027
660250100004,A05230046,KAUKONAHUA RD,2027
660250100006,A10230036,KAUKONAHUA RD,2027
660250100008,A05230037,KAUKONAHUA RD,2027
660270100000,A05210226,66-603 KAUPE RD,2025
660270110000,A10160031,66-603 KAUPE RD,2025
660280020000,A10180010,66-1457 KAUKONAHUA RD,2027
660280030000,A10180052,66-1453 KAUKONAHUA RD,2027
660280090000,A10160150,FARRINGTON HWY,2025
660280130000,A10190038,66-1444 KAUKONAHUA RD,2028
660280140000,A10170137,66-1440 KAUKONAHUA RD,2026
660280150000,A10210033,66-1450 KAUKONAHUA RD,2030
660280160000,A10210158,66-1474 KAUKONAHUA RD,2030
660280170000,A10180103,66-2089 KAUKONAHUA RD,2027
660280220000,A10160259,66-1380 KAUKONAHUA RD,2025
660280230000,A10190087,66-1462 KAUKONAHUA RD,2028
660280240000,A10180105,66-1479 KAUKONAHUA RD,2027
660280270001,A10230091,66-1420 KAUKONAHUA RD,2032
660280270002,A10170133,66-1420 KAUKONAHUA RD,2026
660290110002,A10170168,66-952 KUEWA DR,2026
670010080000,A05230152,WAIALUA BEACH RD,2027
670010090000,A10200093,WAIALUA BEACH RD,2029
670010140000,A05210227,WAIALUA BEACH RD,2025
670010320000,A10200092,67-21 WAIALUA BEACH RD,2029
670010340000,A05230118,PUUIKI ST,2027
670010370000,A05210229,GOODALE AVE,2025
670010720000,A05210228A,PUUIKI RD,2025
670010720000,A05240530,PUUIKI RD,2028
670010720000,A10240508,PUUIKI RD,2033
670010720000,A10240513,PUUIKI RD,2033
670010720000,A10240518,PUUIKI RD,2033
670010720000,A10240521,PUUIKI RD,2033
670010720000,A10240524,PUUIKI RD,2033
670010720000,A10240529,PUUIKI RD,2033
670010740000,A05210228B,67-421 FARRINGTON HWY,2025
670010740000,AV1017013B,67-421 FARRINGTON HWY,2026
670010740000,A05240415,67-421 FARRINGTON HWY,2028
670010740000,A05240416,67-421 FARRINGTON HWY,2028
Parcel ID (TMK),Petition Number,Site Address,End Year
670010740000,A05240420,67-421 FARRINGTON HWY,2028
670010740000,A05240425,67-421 FARRINGTON HWY,2028
670010740000,A05240426,67-421 FARRINGTON HWY,2028
670010740000,A05240427,67-421 FARRINGTON HWY,2028
670010740000,A05240433,67-421 FARRINGTON HWY,2028
670010740000,A05240439,67-421 FARRINGTON HWY,2028
670010740000,A05240446,67-421 FARRINGTON HWY,2028
670010740000,A05240449,67-421 FARRINGTON HWY,2028
670010740000,A05240457,67-421 FARRINGTON HWY,2028
670010740000,A05240470,67-421 FARRINGTON HWY,2028
670010740000,A05240472,67-421 FARRINGTON HWY,2028
670010740000,A05240564,67-421 FARRINGTON HWY,2028
670010740000,A10240410,67-421 FARRINGTON HWY,2033
670010740000,A10240413,67-421 FARRINGTON HWY,2033
670010740000,A10240414,67-421 FARRINGTON HWY,2033
670010740000,A10240417,67-421 FARRINGTON HWY,2033
670010740000,A10240418,67-421 FARRINGTON HWY,2033
670010740000,A10240419,67-421 FARRINGTON HWY,2033
670010740000,A10240421,67-421 FARRINGTON HWY,2033
670010740000,A10240422,67-421 FARRINGTON HWY,2033
670010740000,A10240423,67-421 FARRINGTON HWY,2033
670010740000,A10240424,67-421 FARRINGTON HWY,2033
670010740000,A10240428,67-421 FARRINGTON HWY,2033
670010740000,A10240429,67-421 FARRINGTON HWY,2033
670010740000,A10240434,67-421 FARRINGTON HWY,2033
670010740000,A10240445,67-421 FARRINGTON HWY,2033
670010740000,A10240453,67-421 FARRINGTON HWY,2033
670010740000,A10240454,67-421 FARRINGTON HWY,2033
670010740000,A10240455,67-421 FARRINGTON HWY,2033
670010740000,A10240460,67-421 FARRINGTON HWY,2033
670010740000,A10240461,67-421 FARRINGTON HWY,2033
670010740000,A10240465,67-421 FARRINGTON HWY,2033
670010740000,A10240466,67-421 FARRINGTON HWY,2033
670010740000,A10240471,67-421 FARRINGTON HWY,2033
670010740000,A10240473,67-421 FARRINGTON HWY,2033
