Parcel ID (TMK),Petition Number,Site Address,End Year,Year
610050260000,AV0800009,61‐676 KAM HWY,2017,2017
610050260000,AV0800011,61‐676 KAM HWY,2017,2017
610050260000,AV10110004,61‐676 KAM HWY,2020,2017
610060010000,A10120170,KAMEHAMEHA HWY,2021,2017
610060010000,AV10150016,KAMEHAMEHA HWY,2024,2017
610070010000,A10120171,KAMEHAMEHA HWY,2021,2017
610070010000,AV10150017,KAMEHAMEHA HWY,2024,2017
610080240000,A10150028,61‐470 KAMEHAMEHA HWY,2024,2017
620020010000,A10080090,62‐207 KAWAILOA DR,2017,2017
620020020000,A05160273,KAMEHAMEHA HWY,2020,2017
620020030000,A10150270,62‐207 G KAWAILOA DR,2024,2017
620020030000,AV10120005,62‐207 G KAWAILOA DR,2021,2017
620020060000,A20040062,62‐203 M LOKOEA PL,2023,2017
620020070000,A05160175,62‐390 JOSEPH P LEONG HWY,2020,2017
620020100000,A10120001,62‐394 JOSEPH P LEONG HWY,2021,2017
620020310000,A10080089,62‐330 KAMEHAMEHA HWY,2017,2017
620020320000,A05130010,KAMEHAMEHA HWY,2017,2017
620020330000,A05130011,KAMEHAMEHA HWY,2017,2017
620020340000,A05130012,KAMEHAMEHA HWY,2017,2017
620020350000,A05130013,KAMEHAMEHA HWY,2017,2017
620020360000,A05130014,KAMEHAMEHA HWY,2017,2017
620020420000,A05160265,62‐380 JOSEPH P LEONG HWY,2020,2017
620020430000,A05160050,KAMEHAMEHA HWY,2020,2017
620020440000,A05160266,62‐380 JOSEPH P LEONG HWY,2020,2017
620020450000,A10160168,KAMEHAMEHA HWY,2025,2017
620020460000,A10160279,KAMEHAMEHA HWY,2025,2017
620020470000,A05160046,KAMEHAMEHA HWY,2020,2017
620030020000,AV10090002,62‐148 LOKOEA PL,2018,2017
620040010000,A10110079,62‐204 H EMERSON RD,2020,2017
620040040000,A10080081,EMERSON RD,2017,2017
620040280000,A10130161,EMERSON RD,2022,2017
620040350000,A10160095,62‐400 JOSEPH P LEONG HWY,2025,2017
620050350000,AV10170020,KAMEHAMEHA HWY,2026,2017
620060060000,AV10170019,66‐420 KAMEHAMEHA HWY,2026,2017
620070070000,A10160025,66‐636 KAMEHAMEHA HWY,2025,2017
620070080000,A10160026,KAMEHAMEHA HWY,2025,2017
620090010000,A10120172,KAMEHAMEHA HWY,2021,2017
620090010000,A10140396,KAMEHAMEHA HWY,2023,2017
Parcel ID (TMK),Petition Number,Site Address,End Year,2017
620090010000,A10160294,KAMEHAMEHA HWY,2025,2017
620090010000,AV10170024,KAMEHAMEHA HWY,2026,2017
620100010000,A10090295,EMERSON RD,2018,2017
620100010000,A10140397,EMERSON RD,2023,2017
620100010000,A10140398,EMERSON RD,2023,2017
620100010000,A10150269,EMERSON RD,2024,2017
620100010000,AV10150011,EMERSON RD,2024,2017
620100070000,A10110080,62‐204 G EMERSON RD,2020,2017
620100080000,A05170067,62‐125 A EMERSON RD,2021,2017
620100140000,A05160267,62‐185 EMERSON RD,2020,2017
620110010000,A10120173,PLANTATION RD,2021,2017
620110010000,A10140399,PLANTATION RD,2023,2017
620110010000,A10140400,PLANTATION RD,2023,2017
620110010000,AV10150012,PLANTATION RD,2024,2017
620110210000,AV10110005,66‐126 KAMEHAMEHA HWY,2020,2017
640010010000,A05130200,64‐486 KAMEHAMEHA HWY,2017,2017
640010010000,A05130201,64‐486 KAMEHAMEHA HWY,2017,2017
640010010000,A05160209,64‐486 KAMEHAMEHA HWY,2020,2017
640010010000,A05160210,64‐486 KAMEHAMEHA HWY,2020,2017
640010010000,A10170139,64‐486 KAMEHAMEHA HWY,2026,2017
640010010000,AV0800006,64‐486 KAMEHAMEHA HWY,2017,2017
640010050000,AV10170018,KAMEHAMEHA HWY,2026,2017
640020010000,A05160211,PLANTATION RD,2020,2017
640020010000,A05160212,PLANTATION RD,2020,2017
640020010000,A05160213,PLANTATION RD,2020,2017
640030010000,A10140406,64‐1551 KAMEHAMEHA HWY,2023,2017
640030160000,A05150286,64‐1550 KAMEHAMEHA HWY,2019,2017
640030160000,A05160214,64‐1550 KAMEHAMEHA HWY,2020,2017
640030160000,AV10160017,64‐1550 KAMEHAMEHA HWY,2025,2017
640030170000,A05150285,64‐1550 KAMEHAMEHA HWY,2019,2017
640040070000,A05140416,KAMEHAMEHA HWY,2018,2017
640040080000,AV10160018,KAMEHAMEHA HWY,2025,2017
640040100000,A05140413,KAMEHAMEHA HWY,2018,2017
640040110000,A05160215,KAMEHAMEHA HWY,2020,2017
640040110000,A05160216,KAMEHAMEHA HWY,2020,2017
640040110000,A05160217,KAMEHAMEHA HWY,2020,2017
640040110000,A05160218,KAMEHAMEHA HWY,2020,2017
640040110000,A10140414,KAMEHAMEHA HWY,2023,2017
650010100010,A05130227,KAUKOKONAHUA RD,2017,2017
650010100011,A05130228,KAUKOKONAHUA RD,2017,2017
650010100012,A05130229,KAUKOKONAHUA RD,2017,2017
650010100013,A05130230,KAUKOKONAHUA RD,2017,2017
650010100014,A05130231,KAUKOKONAHUA RD,2017,2017
Parcel ID (TMK),Petition Number,Site Address,End Year,2017
650010100015,A05130232,KAUKOKONAHUA RD,2017,2017
650010100016,A05130233,KAUKOKONAHUA RD,2017,2017
650010100017,A05130234,KAUKOKONAHUA RD,2017,2017
650010100018,A10160176,KAUKOKONAHUA RD,2025,2017
650010100019,A05140217,KAUKOKONAHUA RD,2018,2017
650010100020,A10130094,65‐670 KAUKOKONAHUA RD,2022,2017
650010140000,A05130202,KAUKONAHUA RD,2017,2017
650010140000,A05160274,KAUKONAHUA RD,2020,2017
650010140000,A05160275,KAUKONAHUA RD,2020,2017
650010190000,A05150175,KAUKONAHUA RD,2019,2017
650010210000,AV0800001,KAUKONAHUA RD,2017,2017
650010220000,A05150173,65‐665 KAUKONAHUA,2019,2017
650010330001,A10160291,KAUKONAHUA RD,2025,2017
650010330002,A10160292,KAUKONAHUA RD,2025,2017
650010330004,A10140531,KAUKONAHUA RD,2023,2017
650010330008,A10130123,KAUKONAHUA RD,2022,2017
650010330009,A10160293,KAUKONAHUA RD,2025,2017
650010400000,A10090277,KAUKONAHUA RD,2018,2017
650010420001,A05160057,KAUKONAHUA RD,2020,2017
650010420002,A10160148,KAUKONAHUA RD,2020,2017
650010420003,A05160133,KAUKONAHUA RD,2020,2017
650010420004,A05160033,KAUKONAHUA RD,2020,2017
650010430000,A05150174,KAUKONAHUA RD,2019,2017
650010440000,A05130203,65‐1140 KAUKONAHUA RD,2017,2017
650010440000,A05130204,65‐1140 KAUKONAHUA RD,2017,2017
650010440000,A05160219,65‐1140 KAUKONAHUA RD,2020,2017
650010460000,A10140422,KAUKONAHUA RD,2023,2017
650020030000,A10140079,65‐1031 B KAUKONAHUA RD,2023,2017
650020050000,A05140424,65‐1001 KAUKONAHUA RD,2018,2017
650020050000,A10140423,65‐1001 KAUKONAHUA RD,2023,2017
650020060000,A10140425,KAUKONAHUA RD,2023,2017
650020080000,A10140426,HUKILAU LP,2023,2017
650020110000,A10140427,HUKILAU LP,2023,2017
650020110000,A10140428,HUKILAU LP,2023,2017
650020110000,AV10170017,HUKILAU LP,2026,2017
650020180000,A10140429,KAUKONAHUA RD,2023,2017
650020190000,A10140430,HUKILAU LP,2023,2017
650020220000,A10110003,65‐889 KAUKONAHUA RD,2020,2017
650020240000,A10080108,65‐777 KAUKONAHUA RD,2019,2017
650020260000,A10160084,WILIKINA DR,2025,2017
650020270000,A10090326,HUKILAU LP,2018,2017
650040010000,A10140116,65‐1140 POAMOHO ST,2023,2017
650040020000,A10110044,65‐1110 POAMOHO ST,2020,2017
Parcel ID (TMK),Petition Number,Site Address,End Year,2017
650040030000,A10090424,65‐1078 POAMOHO ST,2018,2017
650040050000,AV0800005,65‐1025 POAMOHO ST,2017,2017
650040070000,A10080041,65‐340 POAMOHO PL,2017,2017
650040080000,A05130113,65‐288 POAMOHO PL,2017,2017
650040090000,A10140053,65‐248 POAMOHO PL,2023,2017
650040100000,A10150109,65‐200 POAMOHO PL,2024,2017
650040110000,A10100132,65‐245 POAMOHO PL,2019,2017
650040120000,A10090425,65‐277 POAMOHO PL,2018,2017
650040140000,A10140431,65‐323 POAMOHO PL,2023,2017
650040150000,A05170113,65‐349 POAMOHO PL,2021,2017
650050010000,A10140432,KAMEHAMEHA HWY,2023,2017
650050020000,A05130205,KAMEHAMEHA HWY,2017,2017
650050020000,A05160220,KAMEHAMEHA HWY,2020,2017
650050020000,A05160221,KAMEHAMEHA HWY,2020,2017
650050020000,A05160222,KAMEHAMEHA HWY,2020,2017
650050020000,A05160223,KAMEHAMEHA HWY,2020,2017
650050020000,A10080164,KAMEHAMEHA HWY,2017,2017
650050020000,A10140433,KAMEHAMEHA HWY,2023,2017
650050030000,A05160226,64‐539 KAMEHAMEHA HWY,2020,2017
650050030000,A05160227,64‐539 KAMEHAMEHA HWY,2020,2017
650050030000,A10140440,64‐539 KAMEHAMEHA HWY,2023,2017
650050040000,A05130206,KAMEHAMEHA HWY,2017,2017
650050040000,A05160228,KAMEHAMEHA HWY,2020,2017
650050040000,A10140441,KAMEHAMEHA HWY,2023,2017
650050040000,A10170138,KAMEHAMEHA HWY,2026,2017
660040020000,A05160015,66‐40 AMARA RD,2020,2017
660040260000,A10160034,66‐40 A AMARA RD,2025,2017
660080060000,A10140117,66‐159 ACHIU LN,2023,2017
660080260000,A20040571,66‐386 M HALEIWA RD,2023,2017
660080270000,A20040572,66‐183 ACHIU LN,2023,2017
660090020000,A05160029,ACHIU LN,2020,2017
660090130000,A05160289,66‐193 KAMEHAMEHA HWY,2020,2017
660100010000,A10140278,ACHIU LN,2023,2017
660100030000,A05160028,66‐71 ACHIU LN,2020,2017
660100100000,A05130207,66‐486 KILIOE PL,2017,2017
660120010000,A05130208,HALEIWA RD,2017,2017
660120030000,A10130249,66‐480 HALEIWA RD,2022,2017
660120040000,A10140279,66‐480 HALEIWA RD,2023,2017
660120040000,AV10120002,66‐480 HALEIWA RD,2021,2017
660140040000,AV10170016,66‐18 SMILEY PL,2026,2017
660140060000,A10150268,HALEIWA RD,2024,2017
660140060000,AV10090001,HALEIWA RD,2018,2017
660150030000,A05130109,66‐650 HALEIWA RD,2017,2017
Parcel ID (TMK),Petition Number,Site Address,End Year,2017
660150040000,A05130110,66‐341 B AUKAI LN,2017,2017
660150060000,A05130111,AUKAI LN,2017,2017
660150070000,A10090145,66‐305 AUKAI LN,2018,2017
660160130000,A10160096,66‐310 AUKAI LN,2025,2017
660190440000,A10140001,66‐220 WAIALUA BEACH RD,2023,2017
660200040001,A05150012,66‐219 WAIALUA BEACH RD,2019,2017
660200040002,A05130079,66‐225 WAIALUA BEACH RD,2017,2017
660220010000,A05140443,AIEA HTS DR,2018,2017
660220010000,A05140444,AIEA HTS DR,2018,2017
660230030000,A05130209,KAMOOLOA RD,2017,2017
660230030000,A05140445,KAMOOLOA RD,2018,2017
660230030000,A05140446,KAMOOLOA RD,2018,2017
660240010000,A05130210,KAMOOLOA RD,2017,2017
660240010000,A05140447,KAMOOLOA RD,2018,2017
660240010000,A05140448,KAMOOLOA RD,2018,2017
660250010000,A05130211,FARRINGTON HWY,2017,2017
660250020000,A05130212,KAUPE RD,2017,2017
660250060000,A05130213,KAUPE RD,2017,2017
660270100000,A05130214,66‐603 KAUPE RD,2017,2017
660270100000,A05160229,66‐603 KAUPE RD,2020,2017
660270100000,AV10170015,66‐603 KAUPE RD,2026,2017
660270110000,A10160031,66‐603 KAUPE RD,2025,2017
660280010000,A10130001,66‐1469 KAUKONAHUA RD,2022,2017
660280020000,A10080060,66‐1457 KAUKONAHUA RD,2017,2017
660280030000,A10080059,66‐1453 KAUKONAHUA RD,2017,2017
660280040000,A10120129,66‐1445 KAUKONAHUA RD,2021,2017
660280050000,A10120125,66‐1439 KAUKONAHUA RD,2021,2017
660280060000,A10100044,FARRINGTON HWY,2019,2017
660280070000,A10140003,66‐1425 KAUKONAHUA RD,2023,2017
660280090000,A10160150,FARRINGTON HWY,2025,2017
660280130000,A05140041,66‐1444 KAUKONAHUA RD,2018,2017
660280140000,A10170137,66‐1440 KAUKONAHUA RD,2026,2017
660280150000,A10110078,66‐1450 KAUKONAHUA RD,2020,2017
660280160000,A10110097,66‐1474 KAUKONAHUA RD,2020,2017
660280170000,A10080139,66‐2089 KAUKONAHUA RD,2017,2017
660280220000,A10160259,66‐1380 KAUKONAHUA RD,2025,2017
660280230000,A10080144,66‐1462 KAUKONAHUA RD,2017,2017
660280240000,A10080061,66‐1479 KAUKONAHUA RD,2017,2017
660280270002,A10170133,66‐1420 KAUKONAHUA RD,2026,2017
660290110002,A10170168,66‐952 KUEWA DR,2026,2017
670010050000,AV10170014,WAIALUA BEACH RD,2026,2017
670010080000,A05130215,WAIALUA BEACH RD,2017,2017
670010140000,A05160230,WAIALUA BEACH RD,2020,2017
Parcel ID (TMK),Petition Number,Site Address,End Year,2017
670010260000,A05130216,67‐421 FARRINGTON HWY,2017,2017
670010260000,A05140452,67‐421 FARRINGTON HWY,2018,2017
670010260000,A05160231,67‐421 FARRINGTON HWY,2020,2017
670010260000,AV10170013,67‐421 FARRINGTON HWY,2026,2017
670010340000,A05130217,PUUIKI ST,2017,2017
670010370000,A05160232,GOODALE AVE,2020,2017
670010630000,A05140455,67‐114 KEALOHANUI ST,2018,2017
670010630000,A05160233,67‐114 KEALOHANUI ST,2020,2017
670020060001,A10090201,67‐290 FARRINGTON HWY,2018,2017
670020070000,A10090280,FARRINGTON HWY,2018,2017
670020070000,A10140456,FARRINGTON HWY,2023,2017
670020140000,A05160234,KAHUI ST,2020,2017
670020320000,A10150267,67‐172 FARRINGTON HWY,2024,2017
670020340001,A05150176,67‐290 FARRINGTON HWY,2019,2017
670020340002,AV10160019,67‐290 FARRINGTON HWY,2025,2017
670020340003,A05160152,67‐290 FARRINGTON HWY,2020,2017
670020340004,AV10170012,67‐290 FARRINGTON,2026,2017
670020340005,A05150168,67‐290 FARRINGTON HWY,2019,2017
670020370000,A05160235,67‐150 FARRINGTON HWY,2020,2017
670020380000,A10090200,67‐290 FARRINGTON HWY,2018,2017
670020380000,A10120128,67‐290 FARRINGTON HWY,2021,2017
670020400000,A05160202,67‐150 FARRINGTON HWY,2020,2017
670020410000,A10130164,67‐150 FARRINGTON HWY,2022,2017
670020420000,A10090338A,67‐150 FARRINGTON HWY,2018,2017
670020420000,A10130169,67‐150 FARRINGTON HWY,2022,2017
670020430000,A05160157,67‐150 FARRINGTON HWY,2020,2017
670020430000,A05160158,67‐150 FARRINGTON HWY,2020,2017
670020430000,A05160159,67‐150 FARRINGTON HWY,2020,2017
670020440000,A10090338B,67‐150 FARRINGTON HWY,2018,2017
670020450000,AV10150013,67‐150 FARRINGTON HWY,2024,2017
670020460000,A05160236,67‐150 FARRINGTON HWY,2020,2017
670030020000,A05140467,KAHUI ST,2018,2017
670030030000,A10160119,KAHUI ST,2025,2017
670030050000,A05140489,67‐80 FARRINGTON HWY,2018,2017
670030060000,A05140468,KAHUI ST,2018,2017
670030070000,A05140470,KAHUI ST,2018,2017
670030090000,A05140471,KAHUI ST,2018,2017
670030100000,A05140472,KAHUI ST,2018,2017
670030110000,A05140469,KAHUI ST,2018,2017
670030170000,A05140473,KAHUI ST,2018,2017
670030190000,A10160260,67‐76 FARRINGTON HWY,2025,2017
670040010000,A05140474,KEKAUWAY ST,2018,2017
670040040000,A05140475,WAIALUA,2018,2017
Parcel ID (TMK),Petition Number,Site Address,End Year,2017
670090710000,A05140476,67‐202 KUPAHU ST,2018,2017
680020050000,A05140477,68‐670 FARRINGTON HWY,2018,2017
680020060000,A05140298,FOREST,2018,2017
680030050000,A05140299,68‐434 FARRINGTON HWY,2018,2017
680030060000,A05140300,68‐434 FARRINGTON HWY,2018,2017
680030090000,A05140478,68‐670 FARRINGTON HWY,2018,2017
680030150000,A05140301,FARRINGTON HWY,2018,2017
680030170000,A05140302,68‐539 FARRINGTON HWY,2018,2017
680030190000,A05140303,68‐502 FARRINGTON HWY,2018,2017
680030300000,A05140304,FARRINGTON HWY,2018,2017
680030310000,A05140305,68‐414 FARRINGTON HWY,2018,2017
680030330000,A05140306,FARRINGTON HWY,2018,2017
680030350000,A05140307,FARRINGTON HWY,2018,2017
680030370000,A10090040,68‐411 FARRINGTON HWY,2018,2017
680030400000,A05140308,68‐434 FARRINGTON HWY,2018,2017
680030430000,A10130165,FARRINGTON HWY,2022,2017
680030440000,A10130166,FARRINGTON HWY,2022,2017
680030440000,A10130167,FARRINGTON HWY,2022,2017
680030480000,A10140112,68‐399 FARRINGTON HWY,2023,2017
680030490000,A10110081,68‐395 FARRINGTON HWY,2020,2017
680030500000,A10170093,68‐387 FARRINGTON HWY,2026,2017
680060100000,A05140309,KEKAUIWA ST,2018,2017
680060100000,A05160203,KEKAUIWA ST,2020,2017
680060100000,A05160207,KEKAUIWA ST,2020,2017
680060100000,A05160208,KEKAUIWA ST,2020,2017
680060100000,A05160248,KEKAUIWA ST,2020,2017
680060100000,A05160249,KEKAUIWA ST,2020,2017
680060100000,A05160252,KEKAUIWA ST,2020,2017
680070020000,A05150266,FARRINGTON HWY,2019,2017
680070020000,A10130170,FARRINGTON HWY,2022,2017
680070020000,A10130171,FARRINGTON HWY,2022,2017
680070020000,A10130172,FARRINGTON HWY,2022,2017
680070020000,A10130173,FARRINGTON HWY,2022,2017
680070020000,A10130174,FARRINGTON HWY,2022,2017
680070020000,A10140479,FARRINGTON HWY,2023,2017
680070040000,A10140480,FARRINGTON HWY,2023,2017
680070050000,A05160276,FARRINGTON HWY,2020,2017
680130010000,A10170060,68‐359 FARRINGTON HWY,2026,2017
680130040000,A10170100,68‐299 MAHINAAI ST,2026,2017
680130050000,A10140042,68‐285 MAHINAAI ST,2023,2017
680130080000,A05160149,68‐239 MAHINAAI ST,2020,2017
680130090000,A10150241,68‐217 MAHINAAI ST,2024,2017
680130090000,AV0800010,68‐217 MAHINAAI ST,2017,2017
Parcel ID (TMK),Petition Number,Site Address,End Year,2017
680130100000,A10170079,68‐216 MAHINAAI ST,2026,2017
680130110000,A10150057,68‐240 MAHINAAI ST,2024,2017
680130120000,A20040154,68‐415 KIKOU ST,2023,2017
680130130000,A10140119,68‐682 CROZIER DR,2023,2017
680130160000,A05160049,68‐355 KIKOU ST,2020,2017
680130230000,A05160160,68‐208 OLOHIO ST,2020,2017
680130250000,A10150188,68‐238 OLOHIO ST,2024,2017
680130310000,A05140264,68‐330 OLOHIO ST,2018,2017
680130320000,A10160102,68‐346 OLOHIO ST,2025,2017
680130330000,A10080013,68‐360 OLOHIO ST,2017,2017
680130360000,A20040628,68‐406 OLOHIO ST,2023,2017
680130370000,A20040092,68‐420 OLOHIO ST,2023,2017
680130380000,A10160139,68‐419 OLOHIO ST,2025,2017
680130420000,A10120002,68‐355 OLOHIO ST,2021,2017
680130440000,A10140287,68‐311 OLOHIO ST,2023,2017
680130450000,A10140048,68‐286 KIKOU ST,2023,2017
680130470000,A10170011,68‐326 KIKOU ST,2026,2017
680130490000,A10170080,68‐356 KIKOU ST,2026,2017
680130500000,A10170081,68‐370 KIKOU ST,2026,2017
680130510000,A10140078,68‐386 KIKOU ST,2023,2017
680130520000,A10160162,68‐400 KIKOU ST,2025,2017
680130530000,A20040153,68‐416 KIKOU ST,2023,2017
680130540000,A10140194,68‐434 KIKOU ST,2023,2017
680130550000,A10140231,68‐450 KIKOU ST,2023,2017
680130560000,A10140483,68‐300 MAHINAAI ST,2023,2017
680130600000,A10130021,68‐285 OLAO PL,2022,2017
680130610000,A05170097,68‐265 OLAO PL,2021,2017
680130620000,A10140484,68‐255 OLAO PL,2023,2017
680130640000,A10080008,68‐262 OLAO PL,2017,2017
680130650000,A10080003,68‐284 OLAO PL,2017,2017
680130660002,A10150096,68‐700 CROZIER DR,2024,2017
680130660003,A10140080,68‐770 CROZIER DR,2023,2017
680130660004,A10140081,68‐770 CROZIER DR,2023,2017
680130660005,A20040155,68‐770 CROZIER DR,2023,2017
680130660006,A10140526,68‐770 CROZIER DR,2023,2017
710010110077,A10150122,71‐45 KAMEHAMEHA HWY,2024,2017
710010270000,A10130016,WHITMORE AVE,2022,2017
710010360000,AV10100029,WILIKINA DR,2019,2017
710010370000,A10160085,WILIKINA DR,2025,2017
710010380000,A10130015,700 WHITMORE AVE,2022,2017
710020060000,AV10160021,912 HANAU ST,2025,2017
710020310000,AV10150004,WHITMORE AVE,2024,2017
710020320000,AV10150005,WHITMORE AVE,2024,2017
Parcel ID (TMK),Petition Number,Site Address,End Year,2017
710020330000,AV10150006,WHITMORE AVE,2024,2017
710020340000,AV10160020,WHITMORE AVE,2025,2017
730070010000,A05160277,152 LAKEVIEW CIR,2020,2017
730180590000,A10120126,61 LAUONE LOOP,2021,2017
750110010000,A10170131,1895 EAMES ST,2026,2017
830010050000,A10150200,83‐202 FARRINGTON HWY,2024,2017
830010060000,A10150201,83‐202 FARRINGTON HWY,2024,2017
830020080000,A10110176,83‐572 FARRINGTON HWY,2020,2017
840220060000,A10110041,84‐1044 KAULAWAHA RD,2020,2017
840220080000,A10160104,84‐980 KAULAWAHA RD,2025,2017
850030090000,A10140241,WAIANAE VALLEY RD,2023,2017
850030180000,A10160200,85‐580 E WAIANAE VALLEY RD,2025,2017
850030190000,A10130060,85‐576 B1 WAIANAE VALLEY RD,2022,2017
850030290000,A10140242,WAIANAE VALLEY RD,2023,2017
850030420000,A05140074,85‐576 WAIANAE VALLEY RD,2018,2017
850030430000,A05140246,85‐580 WAIANAE VALLEY RD,2018,2017
850040040000,A10100026,85‐1383 C WAIANAE VALLEY RD,2019,2017
850040100000,A10170018,85‐965 WAIANAE VALLEY RD,2026,2017
850040120000,A10140338,85‐1279 WAIANAE VALLEY RD,2023,2017
850040180000,A10170003,85‐1177 WAIANAE VALLEY RD,2026,2017
850040190000,A20040120,85‐1490 WAIANAE VALLEY RD,2023,2017
850040200001,A10140550,85‐1330 H WAIANAE VALLEY RD,2023,2017
850040200002,A10140551,85‐1330 K WAIANAE VALLEY RD,2023,2017
850040200003,A10140548,85‐1330 H WAIANAE VALLEY RD,2023,2017
850040200004,A10140549,85‐1330 H WAIANAE VALLEY RD,2023,2017
850040210001,A10140547,85‐1330 E WAIANAE VALLEY RD,2023,2017
850040210002,A10140546,85‐1330 E‐1 WAIANAE VALLEY RD,2023,2017
850040230000,A10142019,85‐1284 WAIANAE VALLEY RD,2023,2017
850040250000,A20040319,85‐1186 WAIANAE VALLEY RD,2023,2017
850040350000,A10170017,85‐877 WAIANAE VALLEY RD,2026,2017
850040420000,A10170004,85‐969 WAIANAE VALLEY RD,2026,2017
850040550000,A10140339,85‐1344 WAIANAE VALLEY RD,2023,2017
850040560000,A20040001,85‐1330 D WAIANAE VALLEY RD,2023,2017
850040650000,A10170019,WAIANAE VALLEY RD,2026,2017
850040890000,A10100140,85‐1373 A WAIANAE VALLEY RD,2019,2017
850040950000,A10140137,85‐1570 B WAIANAE VALLEY RD,2023,2017
850040990000,A10140340,85‐1330 C1 WAIANAE VALLEY RD,2023,2017
850041010000,A10140138,85 1570 WAIANAE VALLEY RD,2023,2017
850041020000,A10140136,85‐1570 A WAIANAE VALLEY RD,2023,2017
850050090000,A05160142,85‐1710 HALEAHI RD,2020,2017
850050330000,A05140145,85‐1636 HALEAHI RD,2018,2017
850190140000,A10140148,85‐485 C WAIANAE VALLEY RD,2023,2017
850190160000,A10090195,85‐485 D WAIANAE VALLEY RD,2018,2017
Parcel ID (TMK),Petition Number,Site Address,End Year,2017
850190170000,A20040122,85‐695 WAIANAE VALLEY RD,2023,2017
850190190000,A05140047,85‐775 A WAIANAE VALLEY RD,2018,2017
850190200000,A10150155,85‐781 WAIANAE VALLEY RD,2024,2017
850190220000,A10140077,85‐775 B WAIANAE VALLEY RD,2023,2017
850190280000,A05140114,85‐779 WAIANAE VALLEY RD,2018,2017
850190380000,A20040488,85‐772 WAIANAE VALLEY RD,2023,2017
850190390000,A05130020,85‐760 WAIANAE VALLEY RD,2017,2017
850190440000,A10140258,85‐620 WAIANAE VALLEY RD,2023,2017
850190450000,A10140495,85‐610 WAIANAE VALLEY RD,2023,2017
850190460000,A10140341,85‐596 WAIANAE VALLEY RD,2023,2017
850190530000,A10150158,85‐538 WAIANAE VALLEY RD,2024,2017
850190550000,A10090323,85‐480 WAIANAE VALLEY RD,2018,2017
850190770000,A10140176,85‐443 WAIANAE VALLEY RD,2023,2017
850190780000,A05140113,85‐779 B WAIANAE VALLEY RD,2018,2017
850190790000,A10060148B,WAIANAE VALLEY RD,2018,2017
850210010000,A10080010,85‐685 WAIANAE VALLEY RD,2017,2017
850210020000,A10080009,85‐621 WAIANAE VALLEY RD,2017,2017
850340030000,A20040024,85‐511 PILIUKA PL,2023,2017
850340040000,A10150243,85‐429 PILIUKA PL,2024,2017
850340050000,AV0800003,85‐345 PILIUKA PL,2017,2017
850340070000,A10150062,85‐362 PILIUKA PL,2024,2017
850340080000,A10150227,85‐406 PILIUKA PL,2024,2017
860030050000,A10150156,86‐509 HALONA RD,2024,2017
860030190000,A10140044,86‐280 KUWALE RD,2023,2017
860030200000,A10120080,86‐809 PUUHULU RD,2021,2017
860030210000,A10090312,86‐310 KUWALE RD,2018,2017
860030290000,A10140257,86‐256 KUWALE RD,2023,2017
860030550000,A10110014,86‐310 C KUWALE RD,2020,2017
860040010000,A10160003,86‐236 KUWALE RD,2025,2017
860050010000,A20040133,86‐854 LUALUALEI HMSTD RD,2023,2017
860050020000,A10140496,86‐824 LUALUALEI HMSTD RD,2023,2017
860050030000,A10150024,86‐446 KUWALE RD,2024,2017
860050080000,A05140554,86‐344 KUWALE RD,2018,2017
860050090000,A20040132,86‐842 LUALUALEI HMSTD RD,2023,2017
860060030000,A10160243,86‐418 PUHAWAI RD,2025,2017
860060040000,A10170009,86‐408 PUHAWAI RD,2026,2017
860060090000,A10150120,86‐412 PUHAWAI RD,2024,2017
860070010000,A10140193,86‐339 KUWALE RD,2023,2017
860070070000,A10170088,86‐325 KUWALE RD,2026,2017
860070320000,A10140555,86‐355 KUWALE RD,2023,2017
860070400000,A20040627,86‐603 PUUHULU RD,2023,2017
860070410000,A10160044,86‐615 PUUHULU RD,2025,2017
860070450000,A10140497,KUWALE RD,2023,2017
Parcel ID (TMK),Petition Number,Site Address,End Year,2017
860070470000,A10080020,86‐324 PUHAWAI RD,2017,2017
860070470000,A10080021,86‐324 PUHAWAI RD,2017,2017
860080050000,A20040785,86‐215 KUWALE RD,2023,2017
860080070000,A20040118,86‐253 KUWALE RD,2023,2017
860080080000,A10080070,86‐730 PUUHULU RD,2017,2017
860080230000,A10090023,86‐620 PUUHULU RD,2018,2017
860080280000,A20040784,86‐231 KUWALE RD,2023,2017
860090060000,A10090007,86‐151 KUWALE RD,2018,2017
860090070001,A10150054,86‐119 KUWALE RD,2024,2017
860090070001,AV10150003,86‐119 KUWALE RD,2024,2017
860090140000,A20040053,86‐659 PAHEEHEE RD,2023,2017
860090150000,A10160027,86‐116 A PUHAWAI RD,2025,2017
860090170000,A10090329,86‐116 PUHAWAI RD,2018,2017
860100060000,A10170014,86‐550 HALONA RD,2026,2017
860100110000,A10140045,86‐504 B HALONA RD,2023,2017
860100120000,A05160101,86‐507 PUUHULU RD,2020,2017
860100160000,A10160116,86‐524 C HALONA RD,2025,2017
860100170000,A10140156,86‐535 PUUHULU RD,2023,2017
860100430000,A10150161,86‐361 OHEMAUKA PL,2024,2017
860110070000,A10170037,86‐404 HALONA RD,2026,2017
860110110000,A10140046,86‐440 HALONA RD,2023,2017
860120010000,A10160086,86‐431 HALONA RD,2025,2017
860120040000,A10140160,86‐347 HALONA RD,2023,2017
860130030000,A05170057,86‐379 LUALUALEI HMSTD,2021,2017
