Parcel ID (TMK),Petition Number,Site Address,End Year
530090890001,A05140096,KAMEHAMEHA HWY,2018
530090890002,A05140097,KAMEHAMEHA HWY,2018
530090900001,A05140098,KAMEHAMEHA HWY,2018
530090900002,A05140099,KAMEHAMEHA HWY,2018
530090910001,A05140100,KAMEHAMEHA HWY,2018
530090910002,A05140101,KAMEHAMEHA HWY,2018
530090920001,A05140102,KAMEHAMEHA HWY,2018
530090920002,A05140103,KAMEHAMEHA HWY,2018
530090940001,A05140104,KAMEHAMEHA HWY,2018
530090940002,A05140105,KAMEHAMEHA HWY,2018
530090950001,A05140106,KAMEHAMEHA HWY,2018
530090950002,A05140107,KAMEHAMEHA HWY,2018
Parcel ID (TMK),Petition Number,Site Address,End Year
530090960001,A05140108,KAMEHAMEHA HWY,2018
530090960002,A05140109,KAMEHAMEHA HWY,2018
530090970001,A10140073,KAMEHAMEHA HWY,2023
530090990001,A01150034,45 PUHULI ST,2015
530091000001,A05110150,KAMEHAMEHA HWY,2015
530091000002,A05110149,KAMEHAMEHA HWY,2015
530091010001,A10080109,618 KAMEHAMEHA HWY,2017
530091010001,AV0800007,618 KAMEHAMEHA HWY,2017
530110010000,AV10100017,284 KAM HWY,2019
530110060000,A20040022,KAM HWY,2023
530150160000,A05120204,110 HALAI ST,2016
530150250000,A296000558,7 HALAI PL,2015
530150330000,A05110134,97 HALAI ST,2015
530150390000,A10070064,37 HALAI ST,2016
530150410000,A10070045,23 HALAI ST,2016
540040200000,A20040853,KAWAIPUNA ST,2023
550010430000,AV0600002,KAM HWY,2015
550050010000,A10090341,179 POOHAILI ST,2018
550050010000,A10090361,179 POOHAILI ST,2018
550050010000,A10090368,179 POOHAILI ST,2018
550050010000,AV10090008,179 POOHAILI ST,2018
550050180000,AV10100024,756 WAHINEPEE ST,2019
550050200000,A10090355,4 KAMEHAMEHA HWY,2018
550050200000,AV10090011,4 KAMEHAMEHA HWY,2018
550050210000,A10100110,KAM HWY,2019
550050210000,A10100231,KAM HWY,2019
550050210000,A10120202,KAM HWY,2021
550050220000,A10090369,WAHINEPEE ST,2018
550050220000,A10090370,WAHINEPEE ST,2018
550050220000,AV10090014,WAHINEPEE ST,2018
550050230000,A10090319,STABLE RD,2018
550050230000,A10090321,STABLE RD,2018
550050230000,A10090344,STABLE RD,2018
550050230000,A10090366,STABLE RD,2018
550050230000,A10090374,STABLE RD,2018
550050230000,AV10090013,STABLE RD,2018
550050240000,A10090388,KAM HWY,2018
550050240000,AV10090009,KAM HWY,2018
550050250000,A10090371,KAM HWY,2018
550050250000,AV0600004,KAM HWY,2015
550060010000,A10090320,280 KAM HWY,2018
550060010000,A10090343,280 KAM HWY,2018
550060010000,A10090362,280 KAM HWY,2018
Parcel ID (TMK),Petition Number,Site Address,End Year
550060010000,A10090372,280 KAM HWY,2018
550060010000,A10090373,280 KAM HWY,2018
550060010000,A10090377,280 KAM HWY,2018
550060010000,A10090387,280 KAM HWY,2018
550060010000,A10090389,280 KAM HWY,2018
550060010000,A10090390,280 KAM HWY,2018
550060010000,A10090391,280 KAM HWY,2018
550060010000,A10090392,280 KAM HWY,2018
550060010000,A10090394,280 KAM HWY,2018
550060010000,A10110172,280 KAM HWY,2020
550060010000,AV10090006,280 KAM HWY,2018
550060100000,AV0600003,KAM HWY,2015
550060110000,A10090382,KAM HWY,2018
550060110000,A10090383,KAM HWY,2018
550060110000,AV10090007,KAM HWY,2018
550070010000,A10130131,KAM HWY,2022
550070010000,AV10090012,KAM HWY,2018
550080010000,AV0600024,269 POOHAILI ST,2015
550080030000,AV0600006,WAHINEPEE ST,2015
550080040000,AV0600007,WAHINEPEE ST,2015
550080050000,AV0600009,WAHINEPEE ST,2015
550080080000,AV0600008,WAHINEPEE ST,2015
550080130000,AV0600010,758 WAHINEPEE ST,2015
550080250000,AV0600011,WAHINEPEE ST,2015
550080280000,AV0600012,WAHINEPEE ST,2015
550080490000,AV10140001,KAM HWY,2023
550080510000,AV0600013,KAM HWY,2015
550080540000,AV0600014,KAM HWY,2015
550080550000,AV0600015,KAM HWY,2015
550080560000,AV0600016,KAM HWY,2015
550080570000,AV0600017,KAM HWY,2015
550080580000,AV0600018,KAM HWY,2015
550080610000,AV0600019,KAM HWY,2015
550080630000,A10150236,POOHAILI RD,2024
550080630000,AV0600020,POOHAILI RD,2015
550080640000,AV0600021,POOHAILI ST,2015
560020480000,A10080050,KAM HWY,2017
560030260000,A10090205,1081 KAM HWY,2018
560030260000,A10090248,1081 KAM HWY,2018
560030260000,A10090249,1081 KAM HWY,2018
560030260000,A10090291,1081 KAM HWY,2018
560030470000,A10080084,1101 KAM HWY,2017
560050050000,A10080053A,970 KAM HWY,2017
Parcel ID (TMK),Petition Number,Site Address,End Year
560050060000,A10110227,1048 KAMEHAMEHA HWY,2020
560050070000,A10110061,1050 KAM HWY,2020
560050130000,A10080045,1150 KAMEHAMEHA HWY,2017
560050130000,A10080046,1150 KAMEHAMEHA HWY,2017
560050130000,A10080048,1150 KAMEHAMEHA HWY,2017
560050130000,A10080049,1150 KAMEHAMEHA HWY,2017
560050130000,A10080054,1150 KAMEHAMEHA HWY,2017
560050140000,A10080053D,1060 KAMEHAMEHA HWY,2017
560050150000,A10080055,KAMEHAMEHA HWY,2017
560050160000,A10080051,1030 KAM HWY,2017
560050160000,A10080053E,1030 KAM HWY,2017
560050180000,A10140203,KAMEHAMEHA HWY,2023
560060020000,AV0600022,KAM HWY,2015
560060040000,A01150183,156 KAM HWY,2015
560060060000,A10090363,350 KAM HWY,2018
560060060000,A10090364,350 KAM HWY,2018
560060060000,A10090367,350 KAM HWY,2018
560060180000,A01150178,452 KAMEHAMEHA HWY,2015
560060180000,A01150179,452 KAMEHAMEHA HWY,2015
560060180000,A01150180,452 KAMEHAMEHA HWY,2015
560060180000,A01150181,452 KAMEHAMEHA HWY,2015
560060180000,A01150182,452 KAMEHAMEHA HWY,2015
560060280000,A10100109,KAM HWY,2019
560060280000,AV10090010,KAM HWY,2018
560060290000,A10070054,PLANTATION RD,2016
560060300000,A10070118,PLANTATION RD,2016
560060310000,A10080085,PLANTATION RD,2017
560060320000,A20020595,PLANTATION RD,2021
560060320000,A20020595,PLANTATION RD,2021
560060330000,A20040904,PLANTATION RD,2023
560060350000,A20030609,PLANTATION RD,2022
560060360000,A10150237,PLANTATION RD,2024
560060370000,A20030605,PLANTATION RD,2022
560060380000,A20040105,PLANTATION RD,2023
560060390000,A20040172,PLANTATION RD,2023
560060400000,A20030607,PLANTATION RD,2022
560060410000,A20030608,PLANTATION RD,2022
560060430000,A20030612,PLANTATION RD,2022
560060440000,A20030598,PLANTATION RD,2022
560060450000,A20020599,PLANTATION RD,2021
560060460000,A20020600,PLANTATION RD,2021
560060470000,A10060047,PLANTATION RD,2015
560060490000,A20030613,PLANTATION RD,2022
Parcel ID (TMK),Petition Number,Site Address,End Year
560060500000,A10060059,PLANTATION RD,2015
560060510000,A10070003,PLANTATION RD,2016
560060520000,A20030606,PLANTATION RD,2022
560060560000,A10140202,KAMEHAMEHA HWY,2023
560060580000,A10090317,340 KAM HWY,2018
560060580000,A10090318,340 KAM HWY,2018
560060580000,A10090365,340 KAM HWY,2018
560060580000,A10090375,340 KAM HWY,2018
560060580000,A10090379,340 KAM HWY,2018
560060580000,A10090386,340 KAM HWY,2018
560060580000,AV0700065,340 KAM HWY,2016
560070010000,A10090356,KAM HWY,2018
560070010000,A10100108,KAM HWY,2019
560070010000,AV10090005,KAM HWY,2018
570010070000,A05150101,KUILIMA DR,2019
570010210000,A01150041,146 KAM HWY,2015
570010210000,A01150042,146 KAM HWY,2015
570010210000,A01150043,146 KAM HWY,2015
570010210000,A01150044,146 KAM HWY,2015
570010210000,A01150045,146 KAM HWY,2015
570010210000,A01150046,146 KAM HWY,2015
570010210000,A01150047,146 KAM HWY,2015
570010210000,A01150048,146 KAM HWY,2015
570010210000,A01150049,146 KAM HWY,2015
570010210000,A01150050,146 KAM HWY,2015
570010210000,A01150051,146 KAM HWY,2015
570010210000,A01150052,146 KAM HWY,2015
570010210000,AV10140002,146 KAM HWY,2023
570010390000,A05140265,540 KAMEHAMEHA HWY,2018
570010400000,A05140266,542 KAMEHAMEHA HWY,2018
570010410001,A01150119,548 KAM HWY,2015
570010410002,A10150068,548 KAM HWY,2024
570010410003,A05150100,KAMEHAMEHA HWY,2019
570010410004,A05150104,KAMEHAMEHA HWY,2019
570010410005,A05150105,KAMEHAMEHA HWY,2019
570010420001,A10150117,546 KAMEHAMEHA HWY,2024
570010420002,A05150107,KAMEHAMEHA HWY,2019
570010420003,A05150106,KAMEHAMEHA HWY,2019
570010420004,A01150238,546 KAMEHAMEHA HWY,2015
580020040001,A01150193,248 KAM HWY,2015
580020040002,A10150058,248 KAM HWY,2024
580020040003,A01150149,248 KAM HWY,2015
580020040004,A01150148,248 KAM HWY,2015
Parcel ID (TMK),Petition Number,Site Address,End Year
580020040005,A01150147,248 KAM HWY,2015
580040380000,A10140556,121 KAUNALA ST,2023
580050880001,A10140004,348 KAM HWY,2023
590050400000,A10070030,680 PUPUKEA RD,2016
590050660000,A05140051,426 KAM HWY,2018
590060110000,A10110075,KAM HWY,2020
590060340001,A10130008,178 KAM HWY,2022
590060340002,A10070279A,KAM HWY,2016
590070060000,A10070358,84 KAHAE RD,2016
590120040000,A10090310,268 KAM HWY,2018
590130150000,A10080022,208 KAM HWY,2017
590130210000,A05120038,202 KAM HWY,2016
590130220000,A05120036,202 KAM HWY,2016
590130230000,A05120037,202 KAM HWY,2016
590170520000,A298000587,450 ALAPIO RD,2017
590170580000,A296000548,416 ALAPIO RD,2015
590170620000,A10120021,388 ALAPIO RD,2021
590170630000,A01150226,426 WAKA RD,2015
590170740000,A10080016,444 ALAPIO RD,2017
590180210000,A10070361,211 ALAPIO RD,2016
590180220000,A10070210,219 ALAPIO RD,2016
590220070000,A10070207,747 MAULUKUA RD,2016
590220280000,A10070022,720 KAWOA WAY,2016
590220350000,A10070026,589 PUPUKEA RD,2016
590250060000,A10070029,744 ALAPIO PL,2016
590250090000,A10070031,740 ALAPIO PL,2016
590250540000,A10090049,468 HOALIKE RD,2018
590250550000,A10100027,675 ALAPIO RD,2019
590250560000,A10100008,669 ALAPIO RD,2019
590250580000,A10070046,657 ALAPIO RD,2016
590250640000,A10070035,415 KAWOWO RD,2016
590250730000,A10100112,402 KAWOWO RD,2019
590260030000,A10140389,480 PUPUKEA RD,2023
590260060000,A10070374,456 PUPUKEA RD,2016
590260130000,A10070357,526 AUKAUKA RD,2016
590280170000,A10130003,530 PUPUKEA RD,2022
590290040000,A10150190,408 WAKA RD,2024
590290350000,A10130112,90 KAHAE RD,2022
590300140000,A10130095,555 MAKANA RD,2022
590300250000,A10140052,520 MAKANA RD,2023
590300310000,A10140063,453 WILINAU RD,2023
590310230000,A10080017,736 KANALANI PL,2017
590310280000,A01150235,705 PUPUKEA RD,2015
Parcel ID (TMK),Petition Number,Site Address,End Year
610020010000,AV0700005,KAM HWY,2016
610020240000,AV0700006,KAM HWY,2016
610050010000,A10140391,KAWAILOA DR,2023
610050010000,AV0700053,KAWAILOA DR,2016
610050010000,AV10150014,KAWAILOA DR,2024
610050090000,A10100028,486 KAM HWY,2019
610050100000,AV10150015,KAM HWY,2024
610050150000,AV0800008,676 KAM HWY,2017
610050160000,AV0800011,166 KAM HWY,2017
610050170000,AV10110004,KAM HWY,2020
610050200001,A01150102,KAM HWY,2015
610050200003,A05150169,194 KAWAILOA RD,2019
610050210000,A10100234,196 KAWAILOA DR,2019
610050230000,A10080092,KAM HWY,2017
610050230000,AV0800009,KAM HWY,2017
610060010000,A10120170,KAM HWY,2021
610060010000,AV10150016,KAM HWY,2024
610070010000,A10120171,KAM HWY,2021
610070010000,AV10150017,KAM HWY,2024
610080240000,A10150028,470 KAM HWY,2024
620020010000,A10080090,207 KAWAILOA DR,2017
620020020000,A05110198,KAM HWY,2015
620020030000,A10150270,207 KAWAILOA DR,2024
620020030000,AV10120005,207 KAWAILOA DR,2021
620020060000,A20040062,203 LOKOEA PL,2023
620020070000,A01150022,390 JOSEPH P LEONG HWY,2015
620020100000,A10120001,394 JOSEPH P LEONG HWY,2021
620020310000,A10080089,330 KAMEHAMEHA HWY,2017
620020320000,A05130010,KAM HWY,2017
620020330000,A05130011,KAM HWY,2017
620020340000,A05130012,KAM HWY,2017
620020350000,A05130013,KAM HWY,2017
620020360000,A05130014,KAM HWY,2017
620020430000,A01150098,KAM HWY,2015
620020470000,A01150103,KAM HWY,2015
620030020000,AV10090002,148 LOKOEA PL,2018
620040010000,A10110079,204 EMERSON RD,2020
620040040000,A10080081,EMERSON RD,2017
620040280000,A10130161,EMERSON RD,2022
620040350000,A10060012,400 JOSEPH P LEONG HWY,2015
620050020000,AV0700008,KAM HWY,2016
620050350000,AV0700009,KAM HWY,2016
620060060000,AV0700010,420 KAM HWY,2016
Parcel ID (TMK),Petition Number,Site Address,End Year
620070030000,AV0700054,638 KAM HWY,2016
620070040000,A01150276,KAM HWY,2015
620070080000,A01150277,KAM HWY,2015
620070110000,A01150278,KAM HWY,2015
620090010000,A10120172,KAM HWY,2021
620090010000,A10140396,KAM HWY,2023
620090010000,AV0700052,KAM HWY,2016
620100010000,A10090295,EMERSON RD,2018
620100010000,A10140397,EMERSON RD,2023
620100010000,A10140398,EMERSON RD,2023
620100010000,A10150269,EMERSON RD,2024
620100010000,AV10150011,EMERSON RD,2024
620100070000,A10110080,204 EMERSON RD,2020
620110010000,A10120173,PLANTATION RD,2021
620110010000,A10140399,PLANTATION RD,2023
620110010000,A10140400,PLANTATION RD,2023
620110010000,AV10150012,PLANTATION RD,2024
620110210000,AV10110005,126 KAM HWY,2020
640010010000,A01150279,486 KAMEHAMEHA HWY,2015
640010010000,A01150280,486 KAMEHAMEHA HWY,2015
640010010000,A01150281,486 KAMEHAMEHA HWY,2015
640010010000,A05120102,486 KAMEHAMEHA HWY,2016
640010010000,A05130200,486 KAMEHAMEHA HWY,2017
640010010000,A05130201,486 KAMEHAMEHA HWY,2017
640010010000,AV0800006,486 KAMEHAMEHA HWY,2017
640010050000,AV0700012,KAM HWY,2016
640020010000,A01150282,PLANTATION RD,2015
640020010000,A01150283,PLANTATION RD,2015
640020010000,A01150284,PLANTATION RD,2015
640030010000,A10140406,1551 KAM HWY,2023
640030030000,A01150287,1550 KAM HWY,2015
640030030000,A01150288,1550 KAM HWY,2015
640030030000,A05150285,1550 KAM HWY,2019
640030030000,A05150286,1550 KAM HWY,2019
640040010000,A01150289,KAM HWY,2015
640040010000,A01150290,KAM HWY,2015
640040010000,A01150292,KAM HWY,2015
640040010000,A05140413,KAM HWY,2018
640040010000,A10140414,KAM HWY,2023
640040070000,A05140416,KAM HWY,2018
640040080000,A01150293,KAM HWY,2015
650010100010,A05130227,KAUKOKONAHUA RD,2017
650010100011,A05130228,KAUKOKONAHUA RD,2017
Parcel ID (TMK),Petition Number,Site Address,End Year
650010100012,A05130229,KAUKOKONAHUA RD,2017
650010100013,A05130230,KAUKOKONAHUA RD,2017
650010100014,A05130231,KAUKOKONAHUA RD,2017
650010100015,A05130232,KAUKOKONAHUA RD,2017
650010100016,A05130233,KAUKOKONAHUA RD,2017
650010100017,A05130234,KAUKOKONAHUA RD,2017
650010100019,A05140217,KAUKOKONAHUA RD,2018
650010100020,A10130094,670 KAUKOKONAHUA RD,2022
650010140000,A01150294,KAUKONAHUA RD,2015
650010140000,A01150295,KAUKONAHUA RD,2015
650010140000,A05130202,KAUKONAHUA RD,2017
650010190000,A05150175,KAUKONAHUA RD,2019
650010210000,AV0800001,KAUKONAHUA RD,2017
650010220000,A05150173,665 KAUKONAHUA,2019
650010330004,A10140531,KAUKONAHUA RD,2023
650010330008,A10130123,KAUKONAHUA RD,2022
650010400000,A10090277,KAUKONAHUA RD,2018
650010420003,A01150171,KAUKONAHUA RD,2015
650010420004,A01150170,KAUKONAHUA RD,2015
650010430000,A05150174,KAUKONAHUA RD,2019
650010440000,A01150296,1140 KAUKONAHUA RD,2015
650010440000,A05130203,1140 KAUKONAHUA RD,2017
650010440000,A05130204,1140 KAUKONAHUA RD,2017
650010460000,A10140422,KAUKONAHUA RD,2023
650020010000,A10100204,HUKILAU PL,2019
650020010000,AV0700016,HUKILAU PL,2016
650020030000,A10140079,1031 KAUKONAHUA RD,2023
650020050000,A05140424,1001 KAUKONAHUA RD,2018
650020050000,A10140423,1001 KAUKONAHUA RD,2023
650020060000,A10140425,KAUKONAHUA RD,2023
650020080000,A10140426,HUKILAU LP,2023
650020100000,AV0700030,HUKILAU LP,2016
650020110000,A10140427,HUKILAU LP,2023
650020110000,A10140428,HUKILAU LP,2023
650020110000,AV0700017,HUKILAU LP,2016
650020180000,A10140429,KAUKONAHUA RD,2023
650020190000,A10140430,HUKILAU LP,2023
650020220000,A10110003,889 KAUKONAHUA RD,2020
650020240000,A10080108,777 KAUKONAHUA RD,2019
650020250000,AV0700037,1155 KAUKONAHUA RD,2016
650020260000,A10150055,WILIKINA DR,2024
650020270000,A10090326,HUKILAU LP,2018
650040010000,A10140116,1140 POAMOHO ST,2023
Parcel ID (TMK),Petition Number,Site Address,End Year
650040020000,A10110044,1110 POAMOHO ST,2020
650040030000,A10090424,1078 POAMOHO ST,2018
650040050000,AV0800005,1025 POAMOHO ST,2017
650040060000,A10060312,1051 POAMOHO ST,2015
650040070000,A10080041,340 POAMOHO PL,2017
650040080000,A05130113,288 POAMOHO PL,2017
650040090000,A10140053,248 POAMOHO PL,2023
650040100000,A10150109,200 POAMOHO PL,2024
650040110000,A10100132,245 POAMOHO PL,2019
650040120000,A10090425,277 POAMOHO PL,2018
650040140000,A10140431,323 POAMOHO PL,2023
650050010000,A10140432,KAM HWY (PAALAA WAIA,2023
650050020000,A01150297,KAM HWY,2015
650050020000,A01150298,KAM HWY,2015
650050020000,A01150299,KAM HWY,2015
650050020000,A05130205,KAM HWY,2017
650050020000,A10080164,KAM HWY,2017
650050020000,A10140433,KAM HWY,2023
650050030000,A01150301,539 KAMEHAMEHA HWY,2015
650050030000,A01150302,539 KAMEHAMEHA HWY,2015
650050030000,A10140440,539 KAMEHAMEHA HWY,2023
650050040000,A01150303,KAM HWY,2015
650050040000,A05120103,KAM HWY,2016
650050040000,A05130206,KAM HWY,2017
650050040000,A10140441,KAM HWY,2023
660040020000,A05110013,40 AMARA RD,2015
660040260000,A05110012,40 AMARA RD,2015
660080060000,A10140117,159 ACHIU LN,2023
660080260000,A20040571,386 HALEIWA RD,2023
660080270000,A20040572,183 ACHIU LN,2023
660090020000,A01150060,ACHIU LN,2015
660090130000,A05110010,193 KAMEHAMEHA HWY,2015
660090150000,A05110009,815 KAM HWY,2015
660100010000,A10140278,ACHIU LN,2023
660100030000,A01150061,71 ACHIU LN,2015
660100100000,A05130207,486 KILIOE PL,2017
660120010000,A05130208,HALEIWA RD,2017
660120030000,A10130249,480 HALEIWA RD,2022
660120040000,A10140279,480 HALEIWA RD,2023
660120040000,AV10120002,480 HALEIWA RD,2021
660140040000,AV0700018,18 SMILEY PL,2016
660140060000,A10150268,HALEIWA RD,2024
660140060000,AV10090001,HALEIWA RD,2018
Parcel ID (TMK),Petition Number,Site Address,End Year
660150030000,A05130109,650 HALEIWA RD,2017
660150040000,A05130110,341 AUKAI LN,2017
660150060000,A05130111,AUKAI LN,2017
660150070000,A10090145,305 AUKAI LN,2018
660160130000,A10060005,310 AUKAI LN,2015
660190430000,AV0700019,222 WAIALUA BEACH RD,2016
660190440000,A10140001,220 WAIALUA BEACH RD,2023
660200040001,A05150012,219 WAIALUA BEACH RD,2019
660200040002,A05130079,225 WAIALUA BEACH RD,2017
660220010000,A05140443,AIEA HTS DR,2018
660220010000,A05140444,AIEA HTS DR,2018
660230030000,A05130209,KAMOOLOA RD,2017
660230030000,A05140445,KAMOOLOA RD,2018
660230030000,A05140446,KAMOOLOA RD,2018
660240010000,A05130210,KAMOOLOA RD,2017
660240010000,A05140447,KAMOOLOA RD,2018
660240010000,A05140448,KAMOOLOA RD,2018
660250010000,A05130211,FARRINGTON HWY,2017
660250020000,A05130212,KAUPE RD,2017
660250060000,A05130213,KAUPE RD,2017
660270100000,A01150304,603 KAUPE RD,2015
660270100000,A05130214,603 KAUPE RD,2017
660270100000,AV0700022,603 KAUPE RD,2016
660270110000,A05110001,603 KAUPE RD,2015
660280010000,A10130001,1469 KAUKONAHUA RD,2022
660280020000,A10080060,1457 KAUKONAHUA RD,2017
660280030000,A10080059,1453 KAUKONAHUA RD,2017
660280040000,A10120129,1445 KAUKONAHUA RD,2021
660280050000,A10120125,1439 KAUKONAHUA RD,2021
660280060000,A10100044,FARRINGTON HWY,2019
660280070000,A10140003,1425 KAUKONAHUA RD,2023
660280130000,A05140041,1444 KAUKONAHUA RD,2018
660280140000,A10070038,1440 KAUKONAHUA RD,2016
660280150000,A10110078,1450 KAUKONAHUA RD,2020
660280160000,A10110097,1474 KAUKONAHUA RD,2020
660280170000,A10080139,2089 KAUKONAHUA RD,2017
660280220000,A10060315,KAM HWY,2015
660280230000,A10080144,1462 KAUKONAHUA RD,2017
660280240000,A10080061,1479 KAUKONAHUA RD,2017
660280270001,A05120096A,1420 KAUKONAHUA RD,2016
660280270002,A05120096B,1420 KAUKONAHUA RD,2016
660290110001,A10060049A,952 KUEWA DR,2015
660290110002,A10060049B,952 KUEWA DR,2015
Parcel ID (TMK),Petition Number,Site Address,End Year
670010050000,AV0700023,WAIALUA BEACH RD,2016
670010050000,AV0700023,WAIALUA BEACH RD,2016
670010080000,A05130215,WAIALUA BEACH RD,2017
670010090000,AV0600001,WAIALUA BEACH RD,2015
670010140000,A01150305,WAIALUA BEACH RD,2015
670010180000,AV0600023,GOODALE AVE,2015
670010260000,A01150306,421 FARRINGTON HWY,2015
670010260000,A05130216,421 FARRINGTON HWY,2017
670010260000,A05140452,421 FARRINGTON HWY,2018
670010260000,AV0700024,421 FARRINGTON HWY,2016
670010320000,A10060042,21 WAIALUA BEACH RD,2015
670010340000,A05130217,PUUIKI ST,2017
670010370000,A01150307,GOODALE AVE,2015
670010630000,A01150308,114 KEALOHANUI ST,2015
670010630000,A05140455,114 KEALOHANUI ST,2018
670020060001,A10090201,290 FARRINGTON HWY,2018
670020070000,A10090280,FARRINGTON HWY,2018
670020070000,A10140456,FARRINGTON HWY,2023
670020140000,A01150309,KAHUI ST,2015
670020320000,A10150267,172 FARRINGTON HWY,2024
670020340001,A05150176,290 FARRINGTON HWY,2019
670020340002,A01150177,290 FARRINGTON HWY,2015
670020340003,A01150167,290 FARRINGTON HWY,2015
670020340005,A05150168,290 FARRINGTON HWY,2019
670020370000,A01150310,150 FARRINGTON HWY,2015
670020380000,A10090200,290 FARRINGTON HWY,2018
670020380000,A10120128,290 FARRINGTON HWY,2021
670020400000,A01150232,150 FARRINGTON HWY,2015
670020410000,A10130164,150 FARRINGTON HWY,2022
670020420000,A10090338A,150 FARRINGTON HWY,2018
670020420000,A10130169,150 FARRINGTON HWY,2022
670020430000,A01150233,150 FARRINGTON HWY,2015
670020430000,A01150234,150 FARRINGTON HWY,2015
670020440000,A10090338B,150 FARRINGTON HWY,2018
670020450000,AV10150013,150 FARRINGTON HWY,2024
670020460000,A01150311,150 FARRINGTON HWY,2015
670030020000,A05140467,KAHUI ST,2018
670030050000,A05140489,80 FARRINGTON HWY,2018
670030060000,A05140468,KAHUI ST,2018
670030070000,A05140470,KAHUI ST,2018
670030090000,A05140471,KAHUI ST,2018
670030100000,A05140472,KAHUI ST,2018
670030110000,A05140469,KAHUI ST,2018
Parcel ID (TMK),Petition Number,Site Address,End Year
670030170000,A05140473,KAHUI ST,2018
670030190000,AV0700027,76 FARRINGTON HWY,2016
670040010000,A05140474,KEKAUWAY ST,2018
670040040000,A05140475,WAIALUA,2018
670090710000,A05140476,202 KUPAHU ST,2018
680020050000,A05140477,670 FARRINGTON HWY,2018
680020060000,A05140298,FOREST,2018
680030050000,A05140299,434 FARRINGTON HWY,2018
680030060000,A05140300,434 FARRINGTON HWY,2018
680030090000,A05140478,670 FARRINGTON HWY,2018
680030150000,A05140301,FARRINGTON HWY,2018
680030170000,A05140302,539 FARRINGTON HWY,2018
680030190000,A05140303,502 FARRINGTON HWY,2018
680030210000,A05110062,FARRINGTON HWY,2015
680030210001,A05110062A,FARRINGTON HWY,2015
680030210002,A05110062B,FARRINGTON HWY,2015
680030210003,A05110062C,FARRINGTON HWY,2015
680030210004,A05110062D,FARRINGTON HWY,2015
680030210005,A05110062E,FARRINGTON HWY,2015
680030300000,A05140304,FARRINGTON HWY,2018
680030310000,A05140305,414 FARRINGTON HWY,2018
680030330000,A05140306,FARRINGTON HWY,2018
680030340000,A05110063,444 FARRINGTON HWY,2015
680030350000,A05140307,FARRINGTON HWY,2018
680030370000,A10090040,411 FARRINGTON HWY,2018
680030400000,A05140308,434 FARRINGTON HWY,2018
680030430000,A10130165,FARRINGTON HWY,2022
680030440000,A10130166,FARRINGTON HWY,2022
680030440000,A10130167,FARRINGTON HWY,2022
680030480000,A10140112,399 FARRINGTON HWY,2023
680030490000,A10110081,399 FARRINGTON HWY,2020
680030500000,A10070373,387 FARRINGTON HWY,2016
680060100000,A05110180,KEKAUIWA ST,2015
680060100000,A05110237,KEKAUIWA ST,2015
680060100000,A05110238,KEKAUIWA ST,2015
680060100000,A05110239,KEKAUIWA ST,2015
680060100000,A05110240,KEKAUIWA ST,2015
680060100000,A05140309,KEKAUIWA ST,2018
680070020000,A05150266,FARRINGTON HWY,2019
680070020000,A10130170,FARRINGTON HWY,2022
680070020000,A10130171,FARRINGTON HWY,2022
680070020000,A10130172,FARRINGTON HWY,2022
680070020000,A10130173,FARRINGTON HWY,2022
Parcel ID (TMK),Petition Number,Site Address,End Year
680070020000,A10130174,FARRINGTON HWY,2022
680070020000,A10140479,FARRINGTON HWY,2023
680070040000,A10140480,FARRINGTON HWY,2023
680070050000,A01150312,FARRINGTON HWY,2015
680130010000,A10070266,359 FARRINGTON HWY,2016
680130040000,A10060039,299 MAHINAAI ST,2015
680130050000,A10140042,285 MAHINAAI ST,2023
680130080000,A01150099,239 MAHINAAI ST,2015
680130090000,A10150241,217 MAHINAAI ST,2024
680130090000,AV0800010,217 MAHINAAI ST,2017
680130100000,A10070360,216 MAHINAAI ST,2016
680130110000,A10150057,240 MAHINAAI ST,2024
680130120000,A20040154,415 KIKOU ST,2023
680130130000,A10140119,682 CROZIER DR,2023
680130160000,A10060154,355 KIKOU ST,2015
680130230000,A01150108,208 OLOHIO ST,2015
680130250000,A10150188,238 OLOHIO ST,2024
680130310000,A05140264,330 OLOHIO ST,2018
680130320000,A10060022,346 OLOHIO ST,2015
680130330000,A10080013,360 OLOHIO ST,2017
680130360000,A20040628,406 OLOHIO ST,2023
680130370000,A20040092,420 OLOHIO ST,2023
680130380000,A10060035,419 OLOHIO ST,2015
680130420000,A10120002,355 OLOHIO ST,2021
680130440000,A10140287,311 OLOHIO ST,2023
680130450000,A10140048,286 KIKOU ST,2023
680130460000,A10060197,310 KIKOU ST,2015
680130470000,A10070006,326 KIKOU ST,2016
680130490000,A10070356,356 KIKOU ST,2016
680130500000,A10070359,370 KIKOU ST,2016
680130510000,A10140078,386 KIKOU ST,2023
680130520000,A10060152,400 KIKOU ST,2015
680130530000,A20040153,416 KIKOU ST,2023
680130540000,A10140194,434 KIKOU ST,2023
680130550000,A10140231,450 KIKOU ST,2023
680130560000,A10140483,300 MAHINAAI ST,2023
680130580000,A10070329,330 MAHINAAI ST,2016
680130600000,A10130021,285 OLAO PL,2022
680130610000,A10070119,265 OLAO PL,2016
680130620000,A10140484,255 OLAO PL,2023
680130640000,A10080008,262 OLAO PL,2017
680130650000,A10080003,284 OLAO PL,2017
680130660002,A10150096,700 CROZIER DR,2024
